4;Vozhd'.png;91;3.61111;1152.92;17;
4;Without everything.png;237;9.40476;1.6;18;
4;Zorro.png;131;5.19841;175.922;19;
5;Klin.png;46;1.8254;88327.8;0;
5;Kulon.png;78;3.09524;29856.6;1;
5;Kvadrat Malevicha.png;28;1.11111;199246;2;
5;Without jewelry.png;2368;93.9683;1.72;3;
6;Azure.png;683;27.1032;25;0;
6;Brown.png;961;38.1349;5;1;
6;Green.png;412;16.3492;125;2;
6;Maroon.png;25;0.992063;15625;3;
6;Violet.png;277;10.9921;625;4;
6;Yellow.png;162;6.42857;3125;5;
7;Ametist.png;131;5.19841;548.759;0;
7;Atlantika.png;139;5.51587;249.436;1;
7;Avantyurin.png;25;0.992063;12855;2;
7;Bal'zam.png;323;12.8175;23.4256;3;
7;Burgundiya.png;38;1.50794;5843.18;4;
7;Defile.png;184;7.30159;51.5363;5;
7;Dynya.png;437;17.3413;4.84;6;
7;Kosmos.png;76;3.01587;2655.99;7;
7;Magma.png;348;13.8095;10.648;8;
7;Medeo.png;219;8.69048;113.38;9;
7;Rubin.png;495;19.6429;2.2;10;
7;Tundra.png;105;4.16667;1207.27;11;
8;Akvamarin.png;275;10.9127;16;0;
8;Apel'sin.png;135;5.35714;1024;1;
8;Bazal't.png;110;4.36508;2048;2;
8;Borneo.png;66;2.61905;4096;3;
8;Carskij naryad.png;27;1.07143;16384;4;
8;Indigo.png;180;7.14286;256;5;
8;Kalipso.png;227;9.00794;64;6;
8;Korolevskij naryad.png;47;1.86508;8192;7;
8;Meridian.png;322;12.7778;2;8;
8;Niva.png;141;5.59524;512;9;
8;Paprika.png;255;10.119;8;10;
8;Regata.png;232;9.20635;32;11;
8;Sapfir.png;297;11.7857;4;12;
8;Tornado.png;206;8.1746;128;13;
